Tweet,Date,♡,Image
"40 Milliarden wurden für 1,7 Millionen Flüchtlingen aus dem Ärmel geschüttelt, die uns über die Jahre 400 Milliarden gesamt kosten werden. Von den Obdachlosen in Frankfurt verlangt man aber Geld. http://",Dec 17 2017,39,
"45 Jahre ohne Pause zu einem Bruttolohn von 3022 Euro arbeiten ergibt eine Bruttorente von 1300€! Sollte sich JEDER mal anhören, wie der Staat die Bürger ausnimmt um das Geld woanders mit vollen Händen rauszuklopfen! http://",Dec 17 2017,27,
73 Jahre indoktrinierter Selbsthass http://,Dec 17 2017,33,
"73% der Leser verstehen nicht, warum Frau @name Armbänder an die Opfer verteilt und keine Handschellen an die Täter, daß wäre nämlich ihr Job! http://",Dec 17 2017,88,
@AfD @Joerg_Meuthen Als wenn der deutsche nach Österreich guckt das ist ja viel zu anstrengend für dieses Volk😝 ausgenommen 13 % 🇩🇪,Dec 17 2017,8,
"@AfD Humaner Ansatz, um die Einwanderung in unsere soziale Alimentierungssysteme die auf Geldzahlungen basieren zu stoppen.
Daueralimentierung von Menschen, die nie in unsere Systeme eingezahlt haben und nettto nie einzahlen werden, ruiniert diese Systeme und schadet letztlich allen.",Dec 17 2017,0,
@AfD 🇦🇹 hat verstanden & auch einen Kanzler gewählt den man noch Kanzler nennen kann im Gegensatz zu 🇩🇪!,Dec 17 2017,12,
"@CDU Danke. Läuft ja. 
http://",Dec 17 2017,3,
@Georg_Pazderski Vielen Dank und beste Wünsche auch zurück.,Dec 17 2017,0,
@Joerg_Meuthen @name @oezoguz Allerhöchste Zeit & schon lange überfällig!!,Dec 17 2017,1,
"@Joerg_Meuthen Nah dann..

 Hey - Ihr Grünen: G/Doppelname, C. Rost, C. Özdeldir,: Übernehmen SIE. !",Dec 17 2017,1,
"@name 
Herzlichen Glückwunsch zur Wahl in den Landesvorstand.",Dec 17 2017,0,
"@name ""Na und?"" würde das GRÜNzeug jetzt sagen.
Geist stirbt nicht!",Dec 17 2017,0,
"@name #Polen 👍
Der Großteil der Deutschen sind so etwas von verblödet 😝
Ja zur #AfDimBundestag 🇩🇪🇩🇪🇩🇪 http://",Dec 17 2017,1,
"@name - Der weiße Mann hat keinen Pen...
- Ömm
- Wat<??",Dec 17 2017,0,
@name ... und davon ist Deutschland reichlich übersähet! http://,Dec 17 2017,0,
@name .... der Wahnsinn nimmt immer mehr Gestalt an,Dec 17 2017,0,
@name .... und ich ziehe mir the Voice of Germany rein!,Dec 17 2017,1,
"@name 8% Grüne 1
12% Realisten 6
Und der Rest hat geguckt weil er das immer so macht.",Dec 17 2017,1,
@name @AfD Das hier aber auch nicht !,Dec 17 2017,0,
@name @AfD Mein Vorschlag: Grenzen zu! Nur noch Sachleistungen und kein Bargeld mehr für Asylanten.,Dec 17 2017,2,
"@name @Alice_Weidel Also, Du läßt Dir nicht helfen, das bedeutet, da Du offensichtlich alleinstehend lebst, dazu Du schwer erkrankt, bekommst Du amtlicherseits eine Betreuung, wenn es Dir Recht ist werde ich Dein Betreuer, allein den lüsternen JÜRGEN von Deinem begnadeten Leib fernzuhalten! OK?",Dec 17 2017,0,
"@name @Alice_Weidel Wer hat denn AfD überhaupt ins Spiel gebracht, doch Blondchen Petra, wer sonst?",Dec 17 2017,0,
"@name @Alice_Weidel Wie kommst Du auf Frauen aus Russland importieren, bist Du in den Fängen einer Mafia die Frauen importiert, das ist hochkriminell, gab es zuletzt 2005 beim GRÜNEN FISCHER: Fischer räumt in Visa-Affäre Fehler ein!
http://",Dec 17 2017,0,
"@name @Alice_Weidel Wie kommst Du immer wieder auf AfD, nun soagr persönlich auf Frau Dr. WEIDEL?
Bei Dir, liebe PETRA, ist ein Psychiater dringend empfohlen, Du hat eine RIESEN-PHOBIE gegen ALTERNATIVEN, weil Du Scheuklappen trägst, REALITÄTEN NICHT mehr ERKENNST, geh bitte zum Arzt, gleich morgen!",Dec 17 2017,1,
"@name @Alice_Weidel Wir wollen Dir doch nur helfen, doch wenn Du so weiter um Dich trittst, wirst Du noch zum TRITT IHN und dem KOMMUNISTEN ist überhaupt nicht mehr zu helfen!
http://",Dec 17 2017,0,
"@name @Alice_Weidel Wird ja immer schlimmer mit Dir, redest wildes Zeug durcheinander, werde unbedingt Dein Betreuer sein wollen, so geht das nicht weiter!",Dec 17 2017,0,
"@name @Alice_Weidel Woher willst Du wissen, was ich gewählt habe bei einer gemein geheimen Wahl, wo selbst meine Frau es nicht weiß? 
Das zeigt wie KRANK Dein HIRN, die ALTERNATIVEN -PHOBIE hat Dich ganzkörperlich erfasst!  DRINGEND in die PSYCHATRIE, ganz ehrlich!",Dec 17 2017,0,
"@name @CDU Oder dem Mann in Saarbrücken?
http://",Dec 17 2017,3,
@name @fdp @c_lindner ist das nicht fake? 4/1 F/M?,Dec 17 2017,0,
"@name @MartinSchulz Schulz bereitet Neuwahlen vor: 
Er war damals schon ein hervorragender Wahlhelfer für die AfD und läuft langsam wieder warm. 😜

Ruft doch mal: 

Maddin😍",Dec 17 2017,10,
"@name @name #claudiaroth ist mit Abstand das Unwürdigste, was man je auf einem Parlamentspräsidenten-Stuhl je gesehen hat.",Dec 17 2017,10,
"@name @name 100 Millionen Tote durch Kommunismus, Holodomor, RAF, DDR. Und während die AfD Israel unterstützt, drücken die Linken ""Palästinensern"" die Daumen. Linke mögen halt nur tote Juden.",Dec 17 2017,0,
@name @name @AfD Deutschland ist sein Elend selber schuld wenn es an ihrer Kanzlerin & ihren Multi-Kulti Kurs weiter festhält! Dafür muss & sollte man nicht andere Länder die bei klaren Menschenverstand sind & handeln nicht verantwortlich machen!,Dec 17 2017,11,
"@name @name @AfD Schön, wenn das eigene krude Weltbild so tolle Bestätigung findet und man kein Problem hat, seine wertvolle Lebenszeit mit Staatspropaganda zu füllen.",Dec 17 2017,1,
"@name @name @Alice_Weidel Danke Jaka, Toleranz von anderen selber haben wollen ist einfach, wenn man selber TOLERANZ zeigen soll, dann wird mit RASSISMUS und NAZI-Keule um sich geschlagen!",Dec 17 2017,1,
"@name @name @Alice_Weidel UMGEKEHRT, der DEUTSCHEN HASS wächst bei denen die zu uns angeblich in NOT kamen, immer noch hier sind, bestens versorgt werden, dafür Gastgeber Frauen vergewaltigen, Männer MESSERN, Gefängnisse zu 60 % mit Ausländern befüllt!   
-http://
-http://",Dec 17 2017,0,
@name @name @c_lindner So würde ich Lindners Äußerungen verstehen.,Dec 17 2017,4,
@name @name @HeikoMaas @Ralf_Stegner @news @news @name WO sind die HAUPTSCHULDIGEN: MERKEL und CO.?,Dec 17 2017,3,
@name @name @name @AfD Wer oder was ist ein Hensel?,Dec 17 2017,1,
"@name @name @name @HeikoMaas @spdde @CDU @fdp fb sieht ein paar Millionen Juden weltweit als potenzielle Kunden vs 1,5 Milliarden Moslems. Ist doch klar welcher Kunde da bevorzugt behandelt wird. Es geht dabei nur ums Geld, und damit um Marktmacht.",Dec 17 2017,1,
"@name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name Den KORAN besitze ich auf deutsch 114 Suren, Talmud muss ich mir mal gelegentlich besorgen!",Dec 17 2017,3,
"@name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name DESWEGEN GEBE ICH DIR KEINE.........VERWEISE laufen ins LEERE! Hahaha
Die ERDE ist eine SCHEIBE, das Dir zu sagen läuft bei Dir ins Leere weil keine Verweise für und in der Leere!",Dec 17 2017,0,
"@name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name Kannst Du nur ausfällig sein, Du takt-/fakt-loser Typ!?",Dec 17 2017,0,
"@name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name Sei nicht so frech, selbst zum ""Spatzenhirn"" hast Du keine Fakten auch nicht als Verweis im Internet!
Aber ich weiß wie Dein Hirn auf Erbsengröße kommt?
AUFBLASEN, feste aufblasen, es wehrt sich!",Dec 17 2017,0,
@name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name Sind wohl zu viele Kriminelle unterwegs!?,Dec 17 2017,4,
"@name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name Verzäll keinen Scheiß Carlos, AfD wird als NAZI Partei, als RECHTE POPULISTEN, beschimpft, nun als ZIONISTEN und BOLSCHEWISTEN hörig!
Wo sind da FAKTEN und nur die zählen!?",Dec 17 2017,1,
"@name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name Wenn es nach dem Sohn des Waffen SS Vaters GABRIEL geht, würde er gerne das PACK, wie er ihm NICHT GENEHME Bürger / Bürgerinnen gerne bezeichnet, alle zur WAFFEN SS Leuten machen wie der Papa?",Dec 17 2017,1,
"@name @name @name @name @name @name @name @name @name @name @name @name @name @name @name @name Vermutlich eine Nachfahre der DDR STASI als Informeller Mitarbeiter IM. davon gab es zuletzt 180.000 in der Ex DDR, so viele wie die NVA Soldaten hatte, der aktuell FÜR MAAS ""arbeiteit"" als ZENSOR?",Dec 17 2017,4,
"@name @name @name @name @name @name @name @name @name @name @name @name @name @name @name Nun bin ich aber traurig, Mica mag mich nicht😰😰😰😰😰
Du kannst @name nicht folgen und die Tweets von @name nicht ansehen, da Du blockiert wurdest.",Dec 17 2017,2,
"@name @name @name @name @name Ich muss das korrigieren:
Wenn ich #shadowbanned bin, weiß ich nicht, ob die Adressaten meine Tweets auch lesen können.
Deshalb: #FUtwitter",Dec 17 2017,0,
@name @name @name @name @news @name Der (gehirngewaschene) Wähler ist als Mitläufer auch Beitragstäter. Trotzdem: Don't blame the victim.,Dec 17 2017,4,
"@name @name @name @name @news @news dass derjenige etwas gelernt hat, im Leben etwas geleistet hat, sich in der Berufspraxis bewähren musste, und Lebenserfahrung aus Nicht-Wahlämtern mitbringt.

Nicht das bei anderen Parteien übliche abgebrochene Studium und die Laufbahn Kreißsaal - Hörsaal - Plenarsaal.",Dec 17 2017,0,
@name @name @name @name Das größte Karrierehindernis für Frauen sind weibliche Vorgesetzte.,Dec 17 2017,1,
"@name @name @name @name Das schlagendste Argument ist allerdings die ""Wallemähne"": Kaum zu entkräften! :)",Dec 17 2017,13,
"@name @name @name @name Das sind doch DUMME Sprüche GEGEN Menschen, die sich an Stammtischen über REALE Probleme machen, es sind Bürgerliche, die regelmäßig ihrer Arbeit nachgehen, Familie haben usw. diese Leute MEINUNUNG ABZUSPRECHEN typisch GRÜN-LINKE MASCHE wie mit NAZIKEULE, pauschal NIEDERMACHEN!",Dec 17 2017,0,
"@name @name @name @name Deine FALSCHES DEMOKRTIEVERSTÄNDNIS machst Du deutlich SICHTBAR mit KEINE #AfD, als eine politische ALTERNATVE zu den ETABLIERTEN, die auf Anhieb ca. 6 Mio. Stimmen bekam, das zu IGNORIEREN zeigt DUMMHEIT und ALTERNATIVLOSIGKEIT ohne faktische ARGUMENTE dastehend!",Dec 17 2017,0,
@name @name @name @name Den Großteil der deutschen hat man ja auch ins Gehirn geschissen 😝😝😝,Dec 17 2017,1,
@name @name @name @news @AfD Ich habe dasselbe gedacht. 😂,Dec 17 2017,1,
"@name @name @name bin gespannt, wer sich als Täterkreis herauskristallisiert.",Dec 17 2017,0,
"@name @name @name Das es deutsche Täter gibt, ist doch nicht die Frage, weil es so ist, doch die angeblich in NOT zu uns gekommen FLÜCHTLINGE HOLEN anteilig prozentual kräftig auf, da liegt der Kasus Knaksus!",Dec 17 2017,0,
"@name @name @name Das ist auch die Gewalt die man politisch M einfachsten hätte verhindern können: Deich Grenzen.
Innerfamiliäre Gewalt (sie es bei den Einwanderern noch massiver gibt) ist politisch sehr schwer anzuvisieren.",Dec 17 2017,0,
@name @name @name Das Verbrechen an Maria wäre verhindert worden hätte man sich an die einwanderungsgesetzw gehalten- das ist das spezielle und erschütternde an dem Fall,Dec 17 2017,3,
"@name @name @name Der Staat muss die illegalen Einwanderer wieder aus dem Land schaffen in ihre Herkunftsländer, und die Außengrenze schützen, statt 100.000 Innengrenzen zu errichten, die nicht funktionieren können, da die Gewaltbereiten im Land sind.",Dec 17 2017,0,
@name @name @name Du bist auch ein Spinner!,Dec 17 2017,0,
"@name @name @name Du bist sowas von GRÜN-LINKS gegen die DEMOKRATIE Wand gefahren, dass Du schon nicht mehr die REALITÄTEN erkennst!
Du kannst einem leid tun, arm, krank, kein Mann, da muss der HAAS auf LEBEN irgendwie raus, warum aber muss es die 6 Mio. Wähler/Wählerinnen der AfD treffen?",Dec 17 2017,0,
"@name @name @name gibt nicht „einen“ Sinn, sondern mehrere Ziele
* Deutschland (als bisher wirtschaftlich starken Staat) schwächen
* Zwist und Zwietracht untereinander säen (so lässt sich leichter herrschen)
* Flüchtlingsindustrie ankurbeln (Milliarden-Geschäfte)",Dec 17 2017,3,
"@name @name @name He Petra, Du hast schon einen Kerl gefunden, den JÜRGEN @name, übrigens ein toller Typ, hat wohl nix in der Birne, wollten sein Hirn auf Erbsengröße bringen, klappte nur durch aufblasen, das reicht um bei Twitter dummes Zeug schreiben, der passt wie Arsch auf Eimer zu Dir!",Dec 17 2017,0,
"@name @name @name Hier ein ERGUSS vom ERBSEBHIRN JÜRGEN=
Jürgen @name vom13. Dez. 2017!
Zu anfang GESANG= Ha ha ha, dann = Gauland soeben im Bundestag umbenannt in Kim Jong Gauland. Ich schmeiß mich weg. Kabarett pur dort, seit gestern!
KIM-JONG-JÜRGEN's bester TWEED of the Year ever!",Dec 17 2017,0,
"@name @name @name Ich frag mich, ob Papst Johannes Paul II. dem Islam auch so in den Arsch gekrochen wäre.",Dec 17 2017,0,
@name @name @name Ich lese ihre Tweets aus diesem Grunde mit großem Interesse.,Dec 17 2017,2,
@name @name @name Ich wünsche mir nur eins dass der so richtig einen auf die Fresse bekommt aber richtig 🤛,Dec 17 2017,1,
@name @name @name ich zahle mehr als genug steuern,Dec 17 2017,0,
@name @name @name Ja zum Glück,Dec 17 2017,1,
"@name @name @name Na, an dem Text hast Du eine Stunde geschrieben, immerhin, fauler Hund bist nicht, nur bischen sehr viel DOOOOOF😂😂😂😂😂😂😂😂😂😂😂😂😂 http://",Dec 17 2017,0,
@name @name @name Nein du hast etwas anderes gesagt.,Dec 17 2017,0,
"@name @name @name Stimmt nicht - ich fand den Fall von Fritzl zb auch erschütternd und widerlich. 
Aber es gibt eben keine Risikogruppe an Fritzls die man ausmachen und an der Einreise hindern könnte.",Dec 17 2017,4,
"@name @name @name war auch zu lange mit dem Kopf unter Wasser, weswegen er einen solchen Dreck von sich gibt. Nachsicht bitte.",Dec 17 2017,0,
@name @name @name Was für ein Unsinn. Das ist wieder mal ein plumper Strohmann,Dec 17 2017,0,
"@name @name @name Was soll der inhaltlose Satz?
Meinst Du etwa, ich würde mich mit einem kranken und hirnlosen wie JÜRGEN duellieren? Mache doch nicht meine Finger schmutzig an Flachpfeifen!😠😠 http://",Dec 17 2017,0,
"@name @name @name Wenn Du so gute ERFAHRUNGEN mit RATIOPHARM gemacht hast es weiter zuempfehlen, warum hast Du aufgehört es weiter EINZUNEHMEN, dann wäre zumindest Land in Sicht für Dich Flachpfeife? http://",Dec 17 2017,0,
"@name @name @name Wenn ich nun das GEGENTEIL behaupte und Du im Halb/Nicht-Wissen steckst, die Wahrheit zu erfassen, dann gute Nacht, bin ich NAZI?",Dec 17 2017,0,
@name @name @name Wie immer ein Fake,Dec 17 2017,1,
"@name @name @name Wie, du kannst nicht lesen?",Dec 17 2017,0,
"@name @name @name 😂😂😂😂😂😂😂😂😂😂ANWALT😂😂😂😂😂😂😂😂😂😂😂😂😂😂
Du meinst ANWALT?😂😂😂😂😂😂😂😂😂😂😂38 SILVESTER STUDIUM an der ANWALT-BAUMSCHULE 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂ICH KANN NICHT MEHR😂😂😂😂😂😂DAS SCHAFFT MICH😂😂😂😂😂😂JÜRGEN ein ANWALT😂😂😂😂😂😂😂😂😂😂😂",Dec 17 2017,0,
@name @name @news @AfD Gut beschrieben.,Dec 17 2017,0,
@name @name @news @AfD Siehst auch aus wie ein Arschloch 😝😝😝 http://,Dec 17 2017,5,
@name @name @news Scheinheiligkeit im Auftrag ihrer Majestät?,Dec 17 2017,0,
"@name @name @news So, so. Fragt sich nur, warum bei der @name auch immer brav für Merkel die Ärmchen hochgehen?",Dec 17 2017,1,
@name @name @news Tatort? Bin ich bescheuert? Ich versaue mir doch nicht den Sonntag Abend!,Dec 17 2017,0,
"@name @name @news Wenn es mal eine Sendung: ""Schlag den Böhmermann"" gibt, sagt mir bitte Bescheid, ja? - Dann werd ich mich bewerben 👆

Das wär schön *träum*",Dec 17 2017,1,
@name @name Ach was nicht so schlimm.,Dec 17 2017,0,
"@name @name Aha, Oberlercher? Zustimmung zum ersten Teil, ob das ""die höchste Form diesseitiger Gemeinschaft unter den Menschen"" ist, sei dahingestellt, und hängt wohl auch vom konkreten Volk ab.",Dec 17 2017,1,
"@name @name Alle drei Minuten wird in Deutschland eine Frau vergewaltigt. Weniger als ein Prozent der Täter wird verurteilt
http://
Die MESSERATACKEN kannst Du selber nachlesen und aufaddieren!",Dec 17 2017,0,
"@name @name Am Ende eines ""TV Flüchtlingsdramas"" ist immer der deutsche Gastgeber der TÄTER und OPFER natürlich der ""arme"" Flüchtige, der seine ASYLHEIM anzünden MUSSTE aus RELIGIÖSER NOT, weil am RAMADAN nicht eingehalten und sowenig zu Essen ausgeteilt wurde! 
http://",Dec 17 2017,0,
"@name @name Aufgrund dieses unausgegorenen Gesetzes finden Löschungen von Meinungen statt, die bei weitem nicht strafrelevant sind. 
Zensiert wird von Mitarbeitern - willkürlich. 

Ich kann hier jeden sperren (blockieren), der mir zu nahe tritt. - Das reicht mir vollkommen.",Dec 17 2017,0,
"@name @name Barbara reg dich net uff, es wird noch schlimmer kommen - Versprochen !",Dec 17 2017,2,
@name @name Baugenehmigung zurückziehen & gut! Wir sind ein christliches Land & sollten  ⛪ anstelle von  🕌 bauen! Der Islam gehört nicht zu 🇩🇪!,Dec 17 2017,0,
@name @name beat mit russische beleidigungen sind die beste von ihn,Dec 17 2017,9,
@name @name bei denen würde das #Respect it-Armband vielleicht noch funktionieren. Von denen war aber keiner auf der Kölner Domplatte übergriffig.,Dec 17 2017,3,
"@name @name Bei einer ständig steigenden Zahl von Gefährdern und Islamisten kann man nicht behaupten, es sei sicher.",Dec 17 2017,1,
"@name @name BLÖDSINN: JUGO Krieg hat Deutschland mehr Flüchtlinge aufgenommen als ALLE anderen Länder zusammen. Da wir JUGOS als Nachbarn hatten, haben wir zeitweise bi zu elf Personen bei UNS untergebracht, zusätzlich haben wir 2 Lastzüge Lebensmittel über Kroatien-Bosnien geschickt!",Dec 17 2017,0,
@name @name burhans gates sein ur opa,Dec 17 2017,4,
"@name @name Da kann man Dir nur gratulieren, Du kannst Dich wehren, sagst Du, dann erscheine mal Silvester in Kölle Alaaf zwischen DOM und HBF, um ASYLANTEN auf ""ARMLÄNGE"" abzuhalten, fehlt noch ein Armbändchen von OB REKER. wirste auch NICHT VERGEWALTIGT! 
http://",Dec 17 2017,0,
@name @name da wohnen aber merkwürdige Jugendliche in Mannheim. Früher haben Jugendliche dort mit der Schlägerei aufgehört wenn die Polizei kam...,Dec 17 2017,3,
"@name @name Das frage ich mich auch jeden Tag, aber warum würde Sie am 24.09.17 wiedergewählt? Gab es kein Amtsenthebung Verfahren oder ein Misstrauensvotum gegen Sie eingeleitet?",Dec 17 2017,1,
"@name @name Das hast Du aber zu Rieman zu milde ausgedrückt, ""bleib bei deinen Leisten"", denn als Schumacherin, die Leisten bearbeiten, wäre sie Totalausfall und wegen ihre Sprüche längst ausgeschlossen aus der Schumacher-Gilde!",Dec 17 2017,0,
"@name @name das ist die Kahanestiftung und ihre Zensurinfrastruktur. Nachrichten die „Rechten in die Hände spielen könnten“ werden von dieser bei FB geblockt und gebannt. Bitte gehen Sie weiter, hier gibts nichts zu sehen. Hätte ein Deutscher ihn umgenietet, es wäre in der tagesschau Platz 1",Dec 17 2017,1,
"@name @name Das ist ja nicht die ganze Geschichte, er floh nämlich aus der Türkei nach Deutschland und floh nach diesem Verbrechen wieder in die Türkei 😂😂😂",Dec 17 2017,2,
"@name @name Das zunehmen war gewollt, denn so kann sie am 1. Januar Werbung machen für BIRKIN, als die kleine DRALLE!",Dec 17 2017,0,
@name @name Deinen einseitigen Hass musst du schon mit Marcus ausmachen.,Dec 17 2017,0,
@name @name Der war halt so. 😂😂😂,Dec 17 2017,0,
@name @name Der Zentralrat der Pollerhersteller kann dieser negativen Meinung nichts abgewinnen.,Dec 17 2017,1,
@name @name Die gehört eigentlich nach Nürnberg.,Dec 17 2017,1,
"@name @name Die Linke ist voller Antisemiten, siehe Corbyn in England oder die Entführung der Landshut und Selektion in Juden/Nichtjuden durch Linksterroristen.
Hitler verstand sich gut mit den wenig ""arischen"" Arabern, Japan und Italien war Bündnispartner, soviel zum Thema Rasse.",Dec 17 2017,0,
"@name @name Die stellen bestimmt hunderte Volljuristen ein, die die gemeldeten Tweets dann einzeln, und gerichtsfest bewerten. Ganz sicher!",Dec 17 2017,0,
@name @name Die tun nur so.,Dec 17 2017,0,
@name @name Diese linke Ratte kann nur aus der Inzucht stammen 😂😂😂🇩🇪,Dec 17 2017,0,
"@name @name Doch #Tatort, ich will empört sein!",Dec 17 2017,2,
"@name @name Du darfst ALLES schreiben, nur nicht vom Twitter Ober-ZENSOR HEIKO MAAS Dich erwischen lassen! http://",Dec 17 2017,1,
"@name @name Du hast wohl Pech mit deutschen Männern, das scheint Dein Problem zu sein, dann heirate einen MUSELMANN als zweit-/dritt-Frau dann haste Dein auskommen und bekommst regelmäßig Prügel, vielleicht hilft ds?",Dec 17 2017,0,
"@name @name Du kannst Dir nach eigenen Angaben keinen Frisör leisten, bist krank doch Flüchtlinge, die in ""NOT"" zu uns kamen, fliegen nach erfolreichen Asylantrag und Geld, zurück in die NOT nach Syrien z.B.
Flüchtlinge machen Reisen in Heimatländer wie Syrien: 
http://",Dec 17 2017,0,
@name @name Ein ziemlicher Affront.,Dec 17 2017,1,
@name @name Er sollte das 🍺 lassen.....,Dec 17 2017,0,
"@name @name Festsetzen, einsperren und abschieben. Was haben eigentlich solche Gewalttäter bei uns noch verloren? Mit Asyl, also politischer Verfolgung hat das nichts zu tun. Das sind Aggressoren, die man bereits an der Grenze hätte aufhalten müssen.",Dec 17 2017,0,
"@name @name FRODO? 
Ich kenne CODO von DÖF - Codo ... düse im Sauseschritt 
http://
Oder FRODO Rap?
http://",Dec 17 2017,2,
"@name @name Früher, bevor Ausländer in der heutigen großen Zahl herumlungerten, gab es KEINE Angriffe auf Polizei und Rettungskräfte!  
- http://
- http://",Dec 17 2017,0,
@name @name für eigene Inhalte ist das erlaubt. Hier geht es aber um die Zensur GEGEN den Willen des Autors und ohne ihm das Recht einzuräumen sich dagegen zu wehren.,Dec 17 2017,0,
"@name @name GRÜNE haben noch eine PÄDO RECHNUNG offen!
Bei den GRÜNEN kannst Du Dich austoben: „Schreckliches Versagen“""Bis zu 1000 Opfer"" - Grüne blicken entsetzt auf ihre Kinderschändervergangenheit
http://",Dec 17 2017,0,
"@name @name GRÜNE sind mir unerträglich. Die wollen tatsächlich jeden Analphabeten hier reinlassen, reden immer nur von ""Flüchtlingen"". 
Meuthen soll nach Australien gehen, weil er Deutschland / Europa erhalten will ?

Ska Keller, ich denke Sie sind krank. 
nix für ungut.",Dec 17 2017,1,
"@name @name Grüne/Linke/Antifa sind Teile dieses Volkes, vertreten aber eine ""anti-völkische"", pro-""Umvolkungs""-Haltung. AfD hat heute vor allem die Aufgabe, die Idee des Volkes (im Gegensatz zu ""Bevölkerung"" zu vertreten.",Dec 17 2017,2,
"@name @name Guter Mann. Hat sehr viel Mut, stellt sich einem Hörsaal voller Gegner, diskutiert mit denen und siegt nach Punkten.",Dec 17 2017,1,
@name @name Habe den Bericht nach ein paar Minuten abgebrochen weil es immer dieselbe Leier ist von den linksradikalen Medien einfach nur noch widerlich,Dec 17 2017,0,
"@name @name Haben noch keine Zahlen wieviele Flüchtige soviel NOT hatten, ins NAZI Land Deutschland sich NIEDERLASSEN zu WOLLEN, dvon gelesen, hätten vertrauenwürdig sein können? Unter 200.000, dann wären es in 5 Jahren die Mio., bei Familienzuammenführung doppelt soviele mindestens!",Dec 17 2017,2,
@name @name hahahah ich schwööre fahr durch große metro da gibts ungeschriebene gesetz der mit dickste wage darf immer fahren egal was schild sagt und wenn du frech wirst er steigt aus has du glück is nur basi aus kruppstahl wenn pech er kommt direkt mit knarre bedroht dich ahahahah,Dec 17 2017,5,
@name @name HAHAHAhahahhh er is über tor browser drin und kann pb nicht ändern dabei müsste er einfach bei seine alte browser cache und cookie löschen wegwerf handy nummer aus internet raussuchen da den code bestätigen fertig hahahahahh,Dec 17 2017,4,
@name @name Hättet ihr am 24.09.17 den Mut zur Wahrheit gehabt würde jetzt einiges in diesen Land anders laufen.... also hört auf zu jammern,Dec 17 2017,2,
@name @name Ich bin tatsächlich entzückt über dein leidenschaftliches Plädoyer.,Dec 17 2017,1,
"@name @name Ich frage mich, wer von diesen beiden deutschen Damen eingentlich die Dümmere ist die gekokste #Riemann oder Islamisten-U-Boot @name 🤔",Dec 17 2017,2,
"@name @name Ich hätte eine Änderung für das Vater unser...guckst Du=
Folgende Textstelle unbedingt modifizieren in:
..Und führe uns nicht in Versuchung,
sondern erlöse uns von den pösen GRÜNEN.""
AMEN, das heißt übersetzt = So sei es, (nur für MOSLEMS zum verstehen) http://",Dec 17 2017,2,
"@name @name Ich muss mal den Nachbarn meiner Eltern, seinerseits Bundespolizist, fragen, ob es im wahren Leben Bundespolizisten gibt, die kriminalistische Aufgaben der Landespolizei übernehmen.",Dec 17 2017,1,
@name @name Ich möchte die aber nicht essen 😂😂😂,Dec 17 2017,0,
@name @name Ich nenne die sogenannten Altparteien mittlerweile lieber Altlastparteien.😀,Dec 17 2017,3,
"@name @name Ich weiß Bescheid, dass einzige was im Focus heutzutage noch lesbar und auch der Realität entspricht, ist am Ende des Maganzins Helmut Markwort ""Tagebuch""",Dec 17 2017,3,
@name @name In Deutschland nicht möglich da hier Geistesgestörte auf der Regierungsbank sitzen,Dec 17 2017,3,
"@name @name inhaltlich stimmt das tendenziell, wenn auch sehr vereinfacht
Oktoberrevolution bedeutete:
5 Jahre Bürgerkrieg 1917-1922 im Sowjetreich, 8-12 Mio. Tote
Stalinzeit mit weiteren 30 Mio. Toten
Stellvertreterkriege mit Millionen Toten
DDR mit politischer Verfolgung und Todesstrafe",Dec 17 2017,0,
@name @name ist es doch schon längst. Es wird nur derzeit noch überschattet vom Flüchtlingsthema. Touristen sind in der Regel nicht gewalttätig und bringen Geld in die Stadt. Irgendwann gehen sie auch wieder. Deshalb ist man da etwas toleranter.,Dec 17 2017,0,
@name @name ja eigentlich schon er müsste halt jemand daten geben dann kann derjenige ändern,Dec 17 2017,2,
"@name @name Kannst dich sicher fühlen, gibt doch die Allzweckwaffe "" Respekt Armbändchen"" 😂😂😂",Dec 17 2017,2,
"@name @name Lange VORHER hätte es bereits einen ""ANTI-DEUTSCHEN-BEAUFTRAGTEN geben MÜSSEN, wo alle 3 Min. Frauen vergewaltigt, Bürger GEMESSERT und ERMORDET von BIO AUSLÄNDERN? 
- http://
- http://
- http://",Dec 17 2017,1,
@name @name Laut Flüchtlingsrat?? Diese Bastarde beraten die und geben denen Tips. Stellen Rechtsanwälte und malen die Protestschilder für die Demo.,Dec 17 2017,0,
